DE-1.txt_1_EN-2.txt_5	DE-1.txt	"In einer packenden Partie, die keine Wünsche offen ließ und neben drei Elfmetern eine gelb-rote Karte für van der Vaart zu bieten hatte, konnten sich die Engländer gegen den niederländischen Meister durchsetzen."	EN-2.txt	"Typical of our run to the quarter-finals in 2010/11, this match had everything - goals, penalties, a red card, drama to the last and the result that mattered - our first win in the group stage of the Champions League."
DE-1.txt_1_EN-3.txt_0	DE-1.txt	"In einer packenden Partie, die keine Wünsche offen ließ und neben drei Elfmetern eine gelb-rote Karte für van der Vaart zu bieten hatte, konnten sich die Engländer gegen den niederländischen Meister durchsetzen."	EN-3.txt	"Tottenham's Champions League rollercoaster rattled on as a Jekyll-and-Hyde performance from both Rafael van der Vaart and the match officials saw them beat FC Twente."
DE-1.txt_2_EN-2.txt_5	DE-1.txt	"(clp)Mit 4:1 besiegten die Tottenham Hotspurs in ihrem Champions-League -Heimdebüt den niederländischen Vertreter Twente Enschede ."	EN-2.txt	"Typical of our run to the quarter-finals in 2010/11, this match had everything - goals, penalties, a red card, drama to the last and the result that mattered - our first win in the group stage of the Champions League."
DE-1.txt_2_EN-3.txt_0	DE-1.txt	"(clp)Mit 4:1 besiegten die Tottenham Hotspurs in ihrem Champions-League -Heimdebüt den niederländischen Vertreter Twente Enschede ."	EN-3.txt	"Tottenham's Champions League rollercoaster rattled on as a Jekyll-and-Hyde performance from both Rafael van der Vaart and the match officials saw them beat FC Twente."
DE-1.txt_1_NL-2.txt_0	DE-1.txt	"In einer packenden Partie, die keine Wünsche offen ließ und neben drei Elfmetern eine gelb-rote Karte für van der Vaart zu bieten hatte, konnten sich die Engländer gegen den niederländischen Meister durchsetzen."	NL-2.txt	"AMSTERDAM - FC Twente heeft zijn tweede duel in de poulefase van de Champions League ongelukkig verloren."
DE-1.txt_1_NL-2.txt_1	DE-1.txt	"In einer packenden Partie, die keine Wünsche offen ließ und neben drei Elfmetern eine gelb-rote Karte für van der Vaart zu bieten hatte, konnten sich die Engländer gegen den niederländischen Meister durchsetzen."	NL-2.txt	"De ploeg van trainer Michel Preud'homme kreeg op White Hart Lane drie strafschoppen tegen en ging uiteindelijk met 4-1 onderuit."
DE-1.txt_2_NL-2.txt_0	DE-1.txt	"(clp)Mit 4:1 besiegten die Tottenham Hotspurs in ihrem Champions-League -Heimdebüt den niederländischen Vertreter Twente Enschede ."	NL-2.txt	"AMSTERDAM - FC Twente heeft zijn tweede duel in de poulefase van de Champions League ongelukkig verloren."
DE-1.txt_2_NL-2.txt_1	DE-1.txt	"(clp)Mit 4:1 besiegten die Tottenham Hotspurs in ihrem Champions-League -Heimdebüt den niederländischen Vertreter Twente Enschede ."	NL-2.txt	"De ploeg van trainer Michel Preud'homme kreeg op White Hart Lane drie strafschoppen tegen en ging uiteindelijk met 4-1 onderuit."
DE-1.txt_2_DE-3.txt_0	DE-1.txt	"(clp)Mit 4:1 besiegten die Tottenham Hotspurs in ihrem Champions-League -Heimdebüt den niederländischen Vertreter Twente Enschede ."	DE-3.txt	"Enschede - Der FC Twente Enschede hat am Mittwoch bei seinem zweiten Auftritt in der Champions League die erste Pflichtspielniederlage der Saison kassiert."
DE-1.txt_2_DE-3.txt_1	DE-1.txt	"(clp)Mit 4:1 besiegten die Tottenham Hotspurs in ihrem Champions-League -Heimdebüt den niederländischen Vertreter Twente Enschede ."	DE-3.txt	"Bei den Tottenham Hotspurs unterlag der niederländische Fußball-Meister mit 1:4 (0:0),."
DE-1.txt_2_NL-1.txt_26	DE-1.txt	"(clp)Mit 4:1 besiegten die Tottenham Hotspurs in ihrem Champions-League -Heimdebüt den niederländischen Vertreter Twente Enschede ."	NL-1.txt	"4-1 zegt volgens mij genoeg."
DE-1.txt_2_NL-3.txt_0	DE-1.txt	"(clp)Mit 4:1 besiegten die Tottenham Hotspurs in ihrem Champions-League -Heimdebüt den niederländischen Vertreter Twente Enschede ."	NL-3.txt	"FC Twente heeft zijn tweede wedstrijd in de Champions League verloren."
DE-1.txt_1_NL-3.txt_0	DE-1.txt	"In einer packenden Partie, die keine Wünsche offen ließ und neben drei Elfmetern eine gelb-rote Karte für van der Vaart zu bieten hatte, konnten sich die Engländer gegen den niederländischen Meister durchsetzen."	NL-3.txt	"FC Twente heeft zijn tweede wedstrijd in de Champions League verloren."
DE-1.txt_1_NL-3.txt_1	DE-1.txt	"In einer packenden Partie, die keine Wünsche offen ließ und neben drei Elfmetern eine gelb-rote Karte für van der Vaart zu bieten hatte, konnten sich die Engländer gegen den niederländischen Meister durchsetzen."	NL-3.txt	"In een spectaculair gevecht in Londen bogen de Tukkers met 4-1 voor Tottenham Hotspur."
DE-1.txt_1_DE-3.txt_0	DE-1.txt	"In einer packenden Partie, die keine Wünsche offen ließ und neben drei Elfmetern eine gelb-rote Karte für van der Vaart zu bieten hatte, konnten sich die Engländer gegen den niederländischen Meister durchsetzen."	DE-3.txt	"Enschede - Der FC Twente Enschede hat am Mittwoch bei seinem zweiten Auftritt in der Champions League die erste Pflichtspielniederlage der Saison kassiert."
DE-1.txt_1_DE-3.txt_1	DE-1.txt	"In einer packenden Partie, die keine Wünsche offen ließ und neben drei Elfmetern eine gelb-rote Karte für van der Vaart zu bieten hatte, konnten sich die Engländer gegen den niederländischen Meister durchsetzen."	DE-3.txt	"Bei den Tottenham Hotspurs unterlag der niederländische Fußball-Meister mit 1:4 (0:0),."
DE-1.txt_1_EN-3.txt_1	DE-1.txt	"In einer packenden Partie, die keine Wünsche offen ließ und neben drei Elfmetern eine gelb-rote Karte für van der Vaart zu bieten hatte, konnten sich die Engländer gegen den niederländischen Meister durchsetzen."	EN-3.txt	"On a night of torrential rain and high drama at White Hart Lane, Van der Vaart missed a dubious penalty, broke the deadlock and then picked up a needless red card as Spurs threatened to blow a 2-0 lead for the second successive Group A game."
